POI_id,latitude,longitude,category,visits,sid_1,sid_2,sid_3,semantic_id
4a06f10df964a5200c731fe3,40.72098907275997,-73.98104874535339,110,21,16,11,13,<a_16><b_11><c_13>
4cf2622de9425481cbe96fc5,40.77226863280218,-73.93010370763156,6,35,47,1,29,<a_47><b_1><c_29>
4ec36fc4754a58e0f97f1766,40.83991796598711,-73.87893676757812,369,23,13,52,35,<a_13><b_52><c_35>
4b983023f964a520a13235e3,40.9657708121501,-74.0756607055664,66,8,36,54,25,<a_36><b_54><c_25>
481dfa3af964a5207f4f1fe3,40.7526195459056,-73.99336294005377,301,49,47,29,29,<a_47><b_29><c_29>
4d66b1ef84f28cfa548a6e69,40.80494,-73.992149,123,51,63,46,41,<a_63><b_46><c_41>
4b44a049f964a5201cf825e3,40.70491221172606,-74.01401281356812,307,12,22,63,12,<a_22><b_63><c_12>
4e2bada17d8b7deda6d3fda6,40.87097828520945,-73.82876808947316,369,19,47,47,7,<a_47><b_47><c_7>
4b5ca9dcf964a520f83c29e3,40.69783672870847,-73.92736598127738,307,16,8,16,29,<a_8><b_16><c_29>
4b344fb5f964a520eb2625e3,40.86782694231008,-73.82703923160857,308,69,8,29,20,<a_8><b_29><c_20>
4b9ad23ef964a52006d935e3,40.78986319381769,-73.94593309268163,150,36,49,14,0,<a_49><b_14><c_0>
4bea48bca9900f47d1641640,40.868125922072615,-73.8257646560669,48,5,37,46,43,<a_37><b_46><c_43>
4f194039e4b0cfc595e6ee11,40.612495623372205,-73.98887973002674,6,20,43,5,40,<a_43><b_5><c_40>
4165d880f964a5207e1d1fe3,40.70145732419213,-74.01321428847186,341,52,6,18,20,<a_6><b_18><c_20>
4a1de847f964a520aa7b1fe3,40.74763188753914,-73.98638613123016,232,11,59,18,4,<a_59><b_18><c_4>
4a34038ef964a520929b1fe3,40.761471535292976,-73.96677374839783,37,8,11,51,48,<a_11><b_51><c_48>
4ba62142f964a520b43539e3,40.695941850543576,-73.99039194274509,139,10,37,32,15,<a_37><b_32><c_15>
4e300d723151250387b61125,40.72634864558351,-73.98415714502335,232,24,32,42,25,<a_32><b_42><c_25>
4c1c47d601379521e50a47f3,40.83309951197968,-74.01021480560303,309,13,59,50,1,<a_59><b_50><c_1>
4d8faa2f1716a143f36050f7,40.69958070509618,-73.91140241689858,299,8,7,50,56,<a_7><b_50><c_56>
4bdc528dfed22d7fcea057c9,40.60189764651378,-73.99352073669434,307,84,6,47,45,<a_6><b_47><c_45>
4e63eda6b3ad629a3a9d1309,40.69321217941903,-73.93010370763156,6,45,49,4,45,<a_49><b_4><c_45>
3fd66200f964a520e1f01ee3,40.82720714615709,-73.92603062509322,56,9,48,32,9,<a_48><b_32><c_9>
4ecc046b0e61aaf0384f19c4,40.73946479913673,-74.00265603689895,253,12,2,52,59,<a_2><b_52><c_59>
4a9fb11cf964a520343d20e3,40.81022009968992,-73.96047592163086,208,5,15,39,39,<a_15><b_39><c_39>
49e4a677f964a52014631fe3,40.70234499714752,-73.99068489671282,253,14,59,63,21,<a_59><b_63><c_21>
4b77007bf964a5204b732ee3,40.931951,-74.132019,40,63,59,55,5,<a_59><b_55><c_5>
4c1a94bcb4e62d7f0c08d893,40.6997717683002,-74.01339054107666,338,12,58,42,50,<a_58><b_42><c_50>
4e220e09ae6015b212acbc5b,40.917332043073934,-74.1885824928771,6,35,16,56,1,<a_16><b_56><c_1>
3fd66200f964a520def11ee3,40.73528249691621,-73.99040315158283,139,224,22,11,11,<a_22><b_11><c_11>
4ec56c366c254debeb50c1c4,40.73506258918989,-73.99080514490619,262,27,22,31,25,<a_22><b_31><c_25>
4a69f764f964a5204bcc1fe3,40.7055407474374,-74.00825638391181,219,10,62,40,25,<a_62><b_40><c_25>
4bf993688d30d13a6c770218,40.67314689987917,-73.9989542278136,39,5,11,13,18,<a_11><b_13><c_18>
4bd6f47d29eb9c7462db95e1,40.89002830179658,-74.07025337219238,299,27,35,44,33,<a_35><b_44><c_33>
4ea5a1bcf7909c68df719911,40.69351488369677,-73.99171189097368,186,37,16,0,0,<a_16><b_0><c_0>
4f49abc9e4b07165fa77eb39,40.95589866525352,-74.06818444009077,314,10,35,44,57,<a_35><b_44><c_57>
4ad4a7c0f964a52085e820e3,40.69415730258867,-73.99187257970313,224,8,23,13,38,<a_23><b_13><c_38>
4a991c59f964a520662d20e3,40.95634251626308,-74.06902771574032,308,49,47,10,33,<a_47><b_10><c_33>
4ec7ef6a93ad41338d60c36a,40.61848447230498,-73.75366953292578,6,51,54,21,22,<a_54><b_21><c_22>
4f4f883fe4b0e5248151646b,40.61848447230498,-73.75366953292578,6,26,45,51,29,<a_45><b_51><c_29>
4b8411c4f964a520bd1e31e3,40.75005297929758,-73.97360801696777,69,15,12,9,19,<a_12><b_9><c_19>
4f2729f9e4b067a3297bbda6,40.74512069910293,-73.99247516123957,71,14,16,14,0,<a_16><b_14><c_0>
4b719475f964a520d54e2de3,40.86236520399265,-74.19631719589233,187,19,16,61,49,<a_16><b_61><c_49>
4c339a34ed37a5936aa06d03,40.95620483337088,-74.06860321010105,288,21,16,1,43,<a_16><b_1><c_43>
4a478d19f964a520d2a91fe3,40.6444055420497,-74.0729570388794,341,115,49,63,48,<a_49><b_63><c_48>
4b0737c3f964a520e4f922e3,40.75650612666626,-73.98802757263184,307,123,47,63,47,<a_47><b_63><c_47>
4c60606413791b8dc5624faf,40.78684822470861,-73.7891039524069,299,20,59,1,22,<a_59><b_1><c_22>
4ad68321f964a5208e0721e3,40.73977358599364,-74.00257587432861,307,61,47,7,47,<a_47><b_7><c_47>
4c33bc7216adc9286421c49c,40.63137917724519,-73.9514422416687,201,6,22,59,18,<a_22><b_59><c_18>
4b521c6cf964a520be6827e3,40.824774703393686,-73.94421629695893,307,18,45,31,26,<a_45><b_31><c_26>
41390580f964a520dc1a1fe3,40.742016043363805,-74.00516336676101,302,61,22,19,60,<a_22><b_19><c_60>
4a07ac6af964a5208f731fe3,40.917335441802095,-74.0756607055664,308,82,47,47,39,<a_47><b_47><c_39>
4b58f22af964a520c07428e3,40.747744648563874,-73.9853024482727,253,12,59,40,23,<a_59><b_40><c_23>
4f612184e4b01b3ebd898091,40.75696158119556,-73.9898237883206,293,65,46,37,41,<a_46><b_37><c_41>
4aba69b7f964a520388120e3,40.693216517472514,-73.98999899625778,307,9,16,59,41,<a_16><b_59><c_41>
4c1836421436a593271a8d75,40.75756480347108,-73.96864592496735,329,50,49,39,4,<a_49><b_39><c_4>
4b48c4a8f964a520195626e3,40.7373,-74.03744,50,63,22,55,22,<a_22><b_55><c_22>
4bdd72b0d33f2d7f46f38a3c,40.73729142446389,-74.03733632862806,253,19,13,24,47,<a_13><b_24><c_47>
4b3a1855f964a520026125e3,40.69147464622913,-73.98738384246826,307,77,6,10,60,<a_6><b_10><c_60>
4c77089c59a3236aa9aec018,40.729545,-73.986137,306,6,11,13,14,<a_11><b_13><c_14>
4acfc371f964a520d2d520e3,40.68430737873073,-73.97759780287743,307,71,6,1,34,<a_6><b_1><c_34>
4ae6258af964a52013a521e3,40.81554068461798,-73.95842347218186,307,54,6,22,8,<a_6><b_22><c_8>
4a68fff8f964a5206dcb1fe3,40.800356,-73.94687168,157,21,46,18,30,<a_46><b_18><c_30>
4a9ae1cef964a520543320e3,40.82809886666084,-73.93391132354736,252,53,8,49,42,<a_8><b_49><c_42>
4b2c7911f964a52044c724e3,40.821344149632274,-73.95403861999512,307,7,8,57,61,<a_8><b_57><c_61>
4b2ac07af964a520ecae24e3,40.71814377480724,-74.00015652179718,307,29,6,7,63,<a_6><b_7><c_63>
4a859ca3f964a520a5fe1fe3,40.75275186110882,-73.97305386754967,53,20,47,61,22,<a_47><b_61><c_22>
4b16f47bf964a5201ac023e3,40.74803725830298,-73.94687175750732,307,60,35,44,47,<a_35><b_44><c_47>
3fd66200f964a52037e31ee3,40.714464086511576,-73.9991158246994,109,10,25,28,48,<a_25><b_28><c_48>
4f1a558ae4b0d7904185f778,40.96541694223362,-74.06288376421803,244,84,49,48,21,<a_49><b_48><c_21>
4283ee00f964a520ce221fe3,40.76355592117652,-73.97286772727966,288,20,22,18,24,<a_22><b_18><c_24>
4e7ea6e793adeda960d078c3,40.93508141690897,-73.96537147003376,6,75,54,56,53,<a_54><b_56><c_53>
4ce44fc14eb46a314b225ba3,40.84769339441966,-73.900887966156,369,15,48,24,32,<a_48><b_24><c_32>
4bc8f5db0687ef3b970ad9cc,40.78302025831567,-73.94907872385646,329,15,2,34,20,<a_2><b_34><c_20>
4b02c41cf964a520c14922e3,40.7117844949098,-74.00208234786987,88,86,60,22,34,<a_60><b_22><c_34>
4acf58baf964a52028d320e3,40.71421605600625,-74.00596618652344,369,47,47,48,29,<a_47><b_48><c_29>
4a676321f964a52051c91fe3,40.71265872860487,-74.00588035583496,78,15,22,51,47,<a_22><b_51><c_47>
4a578bb6f964a5205bb61fe3,40.75803174296939,-73.97142385887315,36,9,5,2,22,<a_5><b_2><c_22>
4c64e410cdb6e21ebed7333e,40.88899013040254,-74.0558123588562,329,33,15,39,11,<a_15><b_39><c_11>
4bec4056fd60a5932dba3af1,40.910894,-74.031547,69,78,59,14,60,<a_59><b_14><c_60>
4a4d10fbf964a52082ad1fe3,40.67837610578439,-73.90339851379395,307,124,6,7,6,<a_6><b_7><c_6>
4f7a46d8e4b0c69aa3802c19,40.76028084171016,-73.95057115870543,329,42,60,53,19,<a_60><b_53><c_19>
4e38657bd4c0dc7ad2efc4d9,40.63404533026696,-74.14161270853154,6,19,16,55,1,<a_16><b_55><c_1>
4e405e39483b04e17abb677f,40.63129905755473,-73.95096148591898,0,21,16,28,54,<a_16><b_28><c_54>
4c179f6430d30f4726c636a9,40.63118003289066,-73.9510246270118,187,20,43,40,25,<a_43><b_40><c_25>
4abe6469f964a5202f8d20e3,40.932806255079214,-74.07115459442139,253,5,13,59,12,<a_13><b_59><c_12>
4a84eb0af964a520e1fd1fe3,40.712033033064166,-74.00699299251195,253,9,16,18,45,<a_16><b_18><c_45>
4daab34b43a1128196fe7329,40.90266453914116,-74.00578886034883,138,71,60,56,40,<a_60><b_56><c_40>
4b61052df964a52066062ae3,40.73122649796362,-73.98887973002674,6,44,43,38,29,<a_43><b_38><c_29>
4c4f5881eaa1be9abdf1c345,40.896905775860006,-74.03017044067383,208,34,62,7,47,<a_62><b_7><c_47>
4d500a037ee1a35d828b8134,40.8985172327846,-74.02913150536541,212,18,16,11,13,<a_16><b_11><c_13>
4a63d085f964a520dac51fe3,40.74911014966418,-73.98845672607422,79,70,47,14,35,<a_47><b_14><c_35>
4f280555e4b04e256a110c94,40.75892783097537,-73.96144262467183,31,10,23,57,63,<a_23><b_57><c_63>
49f35e1ef964a520946a1fe3,40.75918262141176,-73.96217731622924,47,14,14,47,9,<a_14><b_47><c_9>
4514fc3df964a520e8391fe3,40.57840084043545,-73.93618583679199,197,6,33,49,0,<a_33><b_49><c_0>
4b53672bf964a520199b27e3,40.764016,-73.82947598,48,20,11,39,6,<a_11><b_39><c_6>
49c65aa8f964a52038571fe3,40.71655807771725,-74.00008678436278,43,6,1,17,9,<a_1><b_17><c_9>
4e602d907d8b854088aa523c,40.834873,-74.225148,244,19,32,29,22,<a_32><b_29><c_22>
4c3b3126be4620a16fe90b13,40.63216903989131,-73.94998566640727,187,11,59,49,7,<a_59><b_49><c_7>
4840fef8f964a52031501fe3,40.81143815229546,-74.06779646873474,169,15,35,44,27,<a_35><b_44><c_27>
4e575fe418a802f9c8b815d1,40.64250711434345,-73.88739668602256,137,31,60,25,8,<a_60><b_25><c_8>
4baf25ecf964a520b1ed3be3,40.82406998798592,-73.8930669417162,307,9,29,8,25,<a_29><b_8><c_25>
4c1918c7fe5a76b07b0f0315,40.77912606570555,-73.95490489457822,148,21,43,39,47,<a_43><b_39><c_47>
4bfbd408f214a59364abaf0e,40.882241619308815,-74.2096209526062,299,11,54,61,61,<a_54><b_61><c_61>
4a1f0bf5f964a520fb7b1fe3,40.677036,-73.972353,156,12,23,22,26,<a_23><b_22><c_26>
4bb904a753649c743e9e47fb,40.734770989672406,-74.10484313964844,299,10,55,18,28,<a_55><b_18><c_28>
4a663f7cf964a52046c81fe3,40.70919832245443,-74.01118576526642,139,38,6,58,34,<a_6><b_58><c_34>
4558b83bf964a5204b3d1fe3,40.74272121548715,-73.99276210416295,157,49,60,10,52,<a_60><b_10><c_52>
4b61a925f964a520231c2ae3,40.66263818239269,-73.90887022018433,81,41,49,61,19,<a_49><b_61><c_19>
4d843e5c9324236af330b60e,40.73308000062968,-73.9998722076416,110,11,15,22,42,<a_15><b_22><c_42>
4b2d93a9f964a5201fd924e3,40.73158408988183,-74.00021553039551,307,37,6,47,61,<a_6><b_47><c_61>
4ef6571c722e34060e72b97f,40.96532877881822,-74.06292392141155,118,83,49,14,2,<a_49><b_14><c_2>
4eb9f83ccc21a9a7a1b2c579,40.82998413731276,-73.98887973002674,6,33,54,3,53,<a_54><b_3><c_53>
4dda5f517d8b32266434825b,40.75615113,-73.978965,69,24,59,52,58,<a_59><b_52><c_58>
4a635e65f964a520e3c41fe3,40.740223,-73.982688,160,12,12,41,43,<a_12><b_41><c_43>
4b688176f964a520b47c2be3,40.755312350357976,-73.98122092140568,157,21,55,44,10,<a_55><b_44><c_10>
4eda64ced5fb8f213a5d740e,40.74611901545656,-73.99307012557983,157,42,46,2,35,<a_46><b_2><c_35>
4b02f734f964a520814b22e3,40.74755129813944,-73.98114057260048,241,12,27,4,28,<a_27><b_4><c_28>
4eff658d0aaffcf6f40c152c,40.88989838302784,-74.0027187575326,83,11,41,4,33,<a_41><b_4><c_33>
4b79cb4af964a5207a122fe3,40.77943655102251,-73.80902767181396,138,48,49,47,9,<a_49><b_47><c_9>
4e275a6d1f6e88a154577bf0,40.777543,-73.813097,46,34,16,1,50,<a_16><b_1><c_50>
4b82fa73f964a52090f030e3,40.75313016065781,-73.97621627458902,312,36,48,39,24,<a_48><b_39><c_24>
4b8c205cf964a52081bf32e3,40.84274539270614,-74.1011783748029,48,12,27,43,48,<a_27><b_43><c_48>
4acbcf3ef964a520c1c720e3,40.74516543756736,-73.9768418625638,157,10,55,54,7,<a_55><b_54><c_7>
4df2c095d22d8c5470dba3ae,40.80713951975112,-74.17684116064805,6,26,57,36,7,<a_57><b_36><c_7>
4bcb92d5511f9521f7ccb1c7,40.85328395428388,-73.97450594111876,84,14,1,13,33,<a_1><b_13><c_33>
4b76ed15f964a520366b2ee3,40.77792543423929,-73.96661281585693,12,23,46,52,63,<a_46><b_52><c_63>
3fd66200f964a520f3e71ee3,40.76215645567817,-73.96609179749629,46,12,7,32,24,<a_7><b_32><c_24>
49c9439bf964a5204e581fe3,40.73757,-74.0017,156,20,2,55,49,<a_2><b_55><c_49>
4df6ad65c65b87473b0518e8,40.74356460165412,-73.98216214776504,198,27,53,46,34,<a_53><b_46><c_34>
4b340eeaf964a5208d2425e3,40.626571,-73.97696897971106,48,8,36,37,23,<a_36><b_37><c_23>
4efbd8c32c5b0c24c9b97cda,40.7435523173049,-73.98197849420325,198,22,8,5,29,<a_8><b_5><c_29>
4afb4334f964a520791c22e3,40.95105710437937,-74.08986568450928,197,64,60,56,20,<a_60><b_56><c_20>
3fd66200f964a52057e71ee3,40.74510703877938,-73.9783501625061,233,7,34,23,56,<a_34><b_23><c_56>
4bc39a73461576b0e8e17e32,40.94931791975774,-74.08792872284181,202,27,13,15,53,<a_13><b_15><c_53>
4ccf295f7b6854814e14baf8,40.947669894526186,-74.08349275588989,187,15,13,40,24,<a_13><b_40><c_24>
4a6a39f5f964a520e1cc1fe3,40.667480389982366,-74.21548962593079,79,18,59,63,22,<a_59><b_63><c_22>
4e1529cffa764fb14ae5558e,40.77519535932481,-73.81249842275241,6,44,16,1,14,<a_16><b_1><c_14>
4f2f24a2e4b01982f2cbf8b9,40.77519535932481,-73.81249842275241,6,34,16,3,20,<a_16><b_3><c_20>
4c390fc70a71c9b6f5e841c9,40.81592791796448,-73.95801020048518,91,12,32,11,29,<a_32><b_11><c_29>
4ad77a2bf964a520280b21e3,40.71948548899754,-74.0427017211914,79,159,47,28,29,<a_47><b_28><c_29>
4b996536f964a520467835e3,40.717891692153806,-73.99794101715088,369,28,49,40,48,<a_49><b_40><c_48>
4de45622c65b7a3e21485ecf,40.73132216899088,-74.05938718735511,6,53,19,42,51,<a_19><b_42><c_51>
4bbe675182a2ef3bf7542bd2,40.734169392726656,-74.0282392501831,305,47,53,3,53,<a_53><b_3><c_53>
4cb8544d90c9a143cb907ed6,40.74554431251457,-73.98028542966405,202,15,59,14,51,<a_59><b_14><c_51>
4b4cd39ff964a5207ac026e3,40.74581150547076,-73.98004438197451,187,35,60,36,5,<a_60><b_36><c_5>
4abbe19ef964a520548520e3,40.732267009830224,-74.06304359436035,79,80,47,7,36,<a_47><b_7><c_36>
4e053973636520fa74e59c42,40.62729430124766,-73.95361626406626,6,35,53,40,42,<a_53><b_40><c_42>
42911d00f964a520f5231fe3,40.750794799423865,-73.99357639021292,79,643,6,54,25,<a_6><b_54><c_25>
4c2cdf2d8ef52d7fed9933ba,40.75850533742767,-73.98914337158203,301,79,46,29,3,<a_46><b_29><c_3>
4b105b45f964a520916e23e3,40.635055311991,-74.0117222070694,307,46,60,52,63,<a_60><b_52><c_63>
4a4138ebf964a520f9a41fe3,40.74490101607357,-73.99805899339255,165,37,43,39,16,<a_43><b_39><c_16>
4b86926ef964a520209031e3,40.74862247391861,-74.03892517089844,305,72,60,25,27,<a_60><b_25><c_27>
4a92a28ff964a520451d20e3,40.78322231631631,-73.83344650268555,294,26,59,47,26,<a_59><b_47><c_26>
4c6bf59399b9236af82ce1c9,40.86679532183928,-74.10016536712646,294,33,54,25,49,<a_54><b_25><c_49>
