user,trajectory,rank_dyn,Infeasible@10_dyn,MeanDist@10_dyn,Acc@1_dyn,Recall@10_dyn,NDCG@10_dyn,rank_base,Infeasible@10_base,MeanDist@10_base,Acc@1_base,Recall@10_base,NDCG@10_base,rank_gain,distance_reduction
336,336_10,4604,0.0,0.7482982300395956,0.0,0.0,0.0,1134,0.8,13.816626238941913,0.0,0.0,0.0,-3470,13.068328008902316
521,521_59,3442,0.0,1.1204592809582397,0.0,0.0,0.0,11,0.2,4.8019572274597015,0.0,0.0,0.0,-3431,3.681497946501462
472,472_56,3431,0.0,0.3572944794794624,0.0,0.0,0.0,16,0.3,9.693993460236587,0.0,0.0,0.0,-3415,9.336698980757125
354,354_60,3414,0.0,0.11015993579436452,0.0,0.0,0.0,74,0.2,5.371504594057208,0.0,0.0,0.0,-3340,5.261344658262844
6,6_24,4226,0.0,0.38529038428706414,0.0,0.0,0.0,963,0.4,8.533617135814342,0.0,0.0,0.0,-3263,8.148326751527279
1017,1017_33,3312,0.0,0.1292746785634617,0.0,0.0,0.0,61,0.2,4.605386197800044,0.0,0.0,0.0,-3251,4.476111519236582
490,490_45,3305,0.0,0.6340594787436195,0.0,0.0,0.0,77,0.4,8.041393552125381,0.0,0.0,0.0,-3228,7.407334073381762
529,529_80,3601,0.0,0.3699049012832701,0.0,0.0,0.0,410,0.6,11.884594460956974,0.0,0.0,0.0,-3191,11.514689559673704
761,761_37,3343,0.0,1.0769017119743132,0.0,0.0,0.0,229,0.5,10.377630092143288,0.0,0.0,0.0,-3114,9.300728380168975
325,325_24,3109,0.0,0.6854869922333722,0.0,0.0,0.0,5,0.6,10.034063347524977,0.0,1.0,0.38685280723454163,-3104,9.348576355291605
702,702_53,3111,0.0,1.6549109111830567,0.0,0.0,0.0,85,0.9,19.81850699603686,0.0,0.0,0.0,-3026,18.163596084853804
2,2_28,3137,0.0,0.9227886952833639,0.0,0.0,0.0,161,0.0,2.3510904756495465,0.0,0.0,0.0,-2976,1.4283017803661826
988,988_38,2985,0.0,0.09766306206681162,0.0,0.0,0.0,12,0.3,7.193420970547424,0.0,0.0,0.0,-2973,7.095757908480612
6,6_31,2972,0.0,0.4651224952048362,0.0,0.0,0.0,8,0.4,8.06961055632618,0.0,1.0,0.31546487678572877,-2964,7.604488061121344
1037,1037_31,2969,0.0,0.7195430236939779,0.0,0.0,0.0,17,0.8,14.348552593885397,0.0,0.0,0.0,-2952,13.62900957019142
120,120_63,2909,0.0,0.7339341513991784,0.0,0.0,0.0,19,0.0,3.3982897985883627,0.0,0.0,0.0,-2890,2.6643556471891845
6,6_30,2860,0.0,1.174553362476032,0.0,0.0,0.0,20,0.3,7.871330248194684,0.0,0.0,0.0,-2840,6.696776885718652
521,521_54,2939,0.0,1.107721820855168,0.0,0.0,0.0,128,0.2,4.862678664384325,0.0,0.0,0.0,-2811,3.754956843529157
28,28_20,2828,0.0,1.1711419909477938,0.0,0.0,0.0,34,0.1,6.286365838434262,0.0,0.0,0.0,-2794,5.115223847486469
801,801_27,3327,0.0,0.8177351359052073,0.0,0.0,0.0,538,0.2,5.007575432812865,0.0,0.0,0.0,-2789,4.189840296907658
359,359_69,3386,0.0,0.8984191787979512,0.0,0.0,0.0,662,0.2,7.821573235435449,0.0,0.0,0.0,-2724,6.923154056637498
179,179_46,2708,0.0,0.07582190023586687,0.0,0.0,0.0,21,0.5,11.06124015363993,0.0,0.0,0.0,-2687,10.985418253404063
331,331_79,2692,0.0,0.06280557780192232,0.0,0.0,0.0,6,0.3,8.005897099469804,0.0,1.0,0.3562071871080222,-2686,7.943091521667881
552,552_27,3968,0.0,0.21103756997838388,0.0,0.0,0.0,1300,0.3,7.691335516684124,0.0,0.0,0.0,-2668,7.480297946705741
954,954_52,3749,0.0,0.39566162246102626,0.0,0.0,0.0,1081,0.5,10.345242814003704,0.0,0.0,0.0,-2668,9.949581191542679
662,662_78,4682,0.1,1.5538660631342043,0.0,0.0,0.0,2040,0.5,12.072813546135064,0.0,0.0,0.0,-2642,10.51894748300086
521,521_60,2815,0.0,1.1155533852787463,0.0,0.0,0.0,174,0.2,5.464476145033808,0.0,0.0,0.0,-2641,4.348922759755062
331,331_66,2640,0.0,0.31050866966288526,0.0,0.0,0.0,5,0.4,10.076672829599136,0.0,1.0,0.38685280723454163,-2635,9.76616415993625
1028,1028_43,2869,0.0,0.5371030800660914,0.0,0.0,0.0,339,0.5,9.470179290524115,0.0,0.0,0.0,-2530,8.933076210458024
6,6_20,2511,0.0,0.14156352821214221,0.0,0.0,0.0,29,0.8,13.303257239838013,0.0,0.0,0.0,-2482,13.16169371162587
610,610_31,4237,0.0,0.5336628513754076,0.0,0.0,0.0,1774,0.1,5.453200344920681,0.0,0.0,0.0,-2463,4.919537493545274
862,862_51,2438,0.0,0.06572639043531807,0.0,0.0,0.0,7,0.3,6.851177275739468,0.0,1.0,0.3333333333333333,-2431,6.78545088530415
466,466_34,3229,0.0,1.3098790381160357,0.0,0.0,0.0,828,0.4,8.433443628539546,0.0,0.0,0.0,-2401,7.123564590423511
730,730_56,2517,0.0,1.173946974784915,0.0,0.0,0.0,127,0.3,7.465734168240902,0.0,0.0,0.0,-2390,6.2917871934559875
447,447_49,2393,0.0,0.10767215261930732,0.0,0.0,0.0,6,0.7,14.693578738024268,0.0,1.0,0.3562071871080222,-2387,14.585906585404961
28,28_19,2534,0.0,0.1509531850167341,0.0,0.0,0.0,195,0.3,6.2064087326987485,0.0,0.0,0.0,-2339,6.055455547682015
934,934_41,2707,0.0,0.14422190610598426,0.0,0.0,0.0,402,0.2,7.138632294832206,0.0,0.0,0.0,-2305,6.994410388726222
